name,category,lat,lon,brand,address,website,phone
Saizeriya,restaurant,1.3920289,103.9047309,Saizeriya,,,
The Soup Spoon Union,restaurant,1.3922605,103.9045713,,,,
A One Signature,restaurant,1.3918945,103.9048268,,,,
Amoy Don,restaurant,1.2794779,103.8466116,,Maxwell Road,https://www.instagram.com/amoydon/,
Ban Li Heng,restaurant,1.3858183,103.9017437,,,,
Boat Noodle Express,restaurant,1.3855873,103.902409,,,,
CHUMPO2 Indonesian Padang,restaurant,1.385724,103.9017106,,,,
Tenderfresh - 118 Rivervale Drive,restaurant,1.3857138,103.9020806,,,,
Old Street Bak Kut Teh,restaurant,1.2863158,103.8278597,,,,
Marutama,restaurant,1.2864269,103.8278892,,,,
Xin Wang Hong Kong Cafe,restaurant,1.2863572,103.8277447,,,,
Ajisen Ramen,restaurant,1.2864757,103.8274388,,,,
Sushiro,restaurant,1.2864495,103.8267072,,,,
Pizza Hut,restaurant,1.2864805,103.8266438,Pizza Hut,,,
Min Xiang Ge,restaurant,1.3940162,103.9132056,,,,
IPPUDO,restaurant,1.3061106,103.8318689,IPPUDO,Scotts Road,http://www.ippudo.com.sg/,+65 6235 2547
Aunty Rosie,restaurant,1.3959601,103.893272,,,,
Daisy's Dream Kitchen,restaurant,1.3467657,103.7804272,,,,
Real Food,restaurant,1.4263674,103.8383308,,,,
Zi Yean,restaurant,1.2879028,103.8143351,,,,
Aaysha Restaurant,restaurant,1.2893451,103.8155797,,,,
S17 Kitchens,restaurant,1.2882142,103.8145315,,,,
Amoy Don,restaurant,1.2795418,103.8467113,,Maxwell Road,https://linktr.ee/Amoydon,97693796
Pepper Lunch,restaurant,1.333145,103.7434464,Pepper Lunch,Jurong Gateway Road,https://www.pepperlunch.com.sg/,
Ak Salmal Eating House Pte Ltd,restaurant,1.3486133,103.8495413,,,,
Mata Thai,restaurant,1.3486984,103.849236,,,,
林家凉皮,restaurant,1.3491407,103.8486888,,,,
Ambush,restaurant,1.3502282,103.8484238,,,,
Tap Craft Beer Bar,restaurant,1.297928,103.8454121,,,,
Paradise Dynasty,restaurant,1.3177356,103.8930406,,Paya Lebar Road,,+65 6805 8935
Kebabs Faktory,restaurant,1.2913044,103.850327,,,,
Rice Bowl Boys,restaurant,1.2827882,103.8430996,,,,
Platypus Cantina,restaurant,1.3066812,103.905846,,East Coast Road,,
Sukiya,restaurant,1.2946309,103.8602679,,Suntec City,,
Le Man Yuan Seafood,restaurant,1.3709032,103.8838213,,,,
Fish & Co.,restaurant,1.369327,103.8489613,,,,
Ajisen @ AMK Hub,restaurant,1.3691325,103.8480494,,,,
Ichiban Sushi,restaurant,1.3694129,103.8490192,,,,
Swensen's,restaurant,1.369293,103.8479523,,,,
Takagi Ramen,restaurant,1.3692935,103.8469139,,,,
Shuang Y Y Hot Pot Buffet,restaurant,1.3712169,103.8479043,,,,
Collin's,restaurant,1.3718339,103.8475432,,,,
Asam Tree,restaurant,1.3715782,103.8469715,,,,
好滋味美食城,restaurant,1.3720494,103.8473815,,,,
Nixta,restaurant,1.282286,103.8476737,,,,
Tampopo,restaurant,1.4027765,103.9136196,,,,
Chik Soo,restaurant,1.4029829,103.9131376,,,,
Saizeriya,restaurant,1.4028178,103.913652,Saizeriya,,,
Wonderland Savour,restaurant,1.3037514,103.8329411,,,,
Uya,restaurant,1.3044912,103.8308211,,,,
Harry's,restaurant,1.3053284,103.8302623,,,,
Social Place,restaurant,1.306294,103.8286363,,,,
Hana,restaurant,1.3060911,103.82865,,,,
Chimichanga,restaurant,1.3048266,103.85387,,Dunlop Street,https://www.chimichanga.sg/,+65 62933314
The Providore Downtown,restaurant,1.2772517,103.8486066,The Providore,,,
Little Vietnam,restaurant,1.3141442,103.8917902,,Guillemard Road,https://littlevietnamsg.weebly.com/,
Soi 72,restaurant,1.3141196,103.8916888,,,,
D'life vegetarian,restaurant,1.3206022,103.844191,,,,
Sanook Kitchen,restaurant,1.3596739,103.8853344,,,,
House Of Yam,restaurant,1.3596079,103.8851651,,,,
Gong Yuan,restaurant,1.3596218,103.8853047,,,,
Saizeriya,restaurant,1.3593092,103.8849479,Saizeriya,,,
Sushi Express,restaurant,1.3595927,103.8851232,,,,
Curry & Curry,restaurant,1.3576159,103.8843871,,,,
Al-Hussain Restaurant,restaurant,1.3595919,103.888421,,,,
21 Seafood (Hougang),restaurant,1.3598356,103.888337,,,,
Buddy Hoagies,restaurant,1.3594456,103.8847349,,,,
Bacos The Dine,restaurant,1.3052927,103.8512316,,,,
Waa Cow! Marina One,restaurant,1.276711,103.8524818,,,https://www.waacow.sg/,+6598511552
Maccha House,restaurant,1.3173765,103.8925748,,,,
Tung Lok Seafood,restaurant,1.3175861,103.8931544,,,,
Collin's,restaurant,1.3175972,103.8925844,,,,
Haidilao Hot Pot,restaurant,1.3172529,103.893151,,,,
Donburi King,restaurant,1.3175465,103.8930202,,,,
Bonchon Chicken,restaurant,1.3174969,103.8931465,Bonchon Chicken,,,
Sushi Express,restaurant,1.3173497,103.8926687,,,,
Kanada-Ya,restaurant,1.3174221,103.8927015,,,,
Saizeriya,restaurant,1.3174183,103.892601,,,,
Hot Tomato,restaurant,1.3175317,103.893143,,,,
Pizza Hut,restaurant,1.3174236,103.8932089,Pizza Hut,,,
Ichikokudo,restaurant,1.3173333,103.8928269,,PLQ Mall,,
Tipsy Bird,restaurant,1.3175212,103.8937006,,,,
Wursthans,restaurant,1.3174781,103.8932196,,,,
The Providore,restaurant,1.3179239,103.8936106,,,,
Wine Connection,restaurant,1.3173536,103.8937209,,,,
800°,restaurant,1.3148081,103.894839,,,,
Chef Kiosk,restaurant,1.3149703,103.8946662,,,,
Kucina,restaurant,1.3150956,103.8947217,,,,
Qiji,restaurant,1.3146593,103.8948308,,,,
A-Lan,restaurant,1.3145435,103.8946878,,,,
Soon Huat Bak Kut Teh,restaurant,1.3148409,103.8946263,,,,
Kimchi Xpress,restaurant,1.3146634,103.8945851,,,,
Penyet Town,restaurant,1.3148959,103.8949517,,,,
Li Fang Congee,restaurant,1.3149464,103.894606,,,,
Beauty in The Pot,restaurant,1.3150928,103.8946062,,,,
Abbas Restaurant,restaurant,1.3147037,103.8938897,,,,
Dapur Penyet,restaurant,1.3149932,103.8936825,,,,
Grove,restaurant,1.3187763,103.8941823,,,,
YGF Malatang,restaurant,1.3188037,103.8943151,,,,
Encik Tan,restaurant,1.3189213,103.8940105,,,,
Lau Wang,restaurant,1.3185717,103.8939527,,,,
Putien,restaurant,1.3187448,103.8935999,,,,
Salmon Warrior,restaurant,1.3187309,103.893704,,,,
Miam Miam,restaurant,1.3000474,103.8558229,,,,
Osaka Ohsho,restaurant,1.3504453,103.8482731,,,,
PastaMania,restaurant,1.3507462,103.8485142,,,,
Canton Paradise Essence Of Hong Kong,restaurant,1.3511439,103.8485105,,,,
Penang Culture,restaurant,1.3508707,103.8720924,Penang Culture,Serangoon Central,http://www.gdgroup.com.sg/,+65 6634 0667
Genki Sushi,restaurant,1.3507018,103.8726906,Genki Sushi,Serangoon Central,https://www.genkisushi.com.sg/,+65 6974 7061
Dian Xiao Er,restaurant,1.3507969,103.8719288,Dian Xiao Er,Serangoon Central,https://www.dianxiaoer.com.sg/,+65 6634 4828
Mr. Biryani,restaurant,1.3080313,103.8540173,,Norris Road,http://www.mrbiryanisg.com/,+65 8661 4271
Geylang Briyani Stall,restaurant,1.3166639,103.8982593,,,,+65 98310574
Allauddin’s Briyani,restaurant,1.3058904,103.8506812,,,,6296 6786
Swensen's,restaurant,1.3911944,103.8759418,,,,
Umi Sushi,restaurant,1.3914893,103.8758881,,,,
Ramen Hitoyoshi,restaurant,1.3914875,103.876183,,,,
Fish Mart Sakuraya,restaurant,1.3912512,103.8763403,,,,
Collin's,restaurant,1.3914464,103.8758699,,,,
Sushi Express,restaurant,1.3914081,103.8762003,,,,
Ha-Jun Korean,restaurant,1.3912436,103.8758949,,,,
Yakiniku-Go,restaurant,1.3913013,103.8761499,,,,
老火汤,restaurant,1.391116,103.876026,,,,
Haidilao Hot Pot,restaurant,1.391285,103.8763064,Haidilao Hot Pot,,,
Pontian Wanton Noodles,restaurant,1.3912297,103.8760082,,,,
Penang Heritage,restaurant,1.3915392,103.8712115,,,,
回味之家,restaurant,1.3317643,103.8493866,,,,
East Treasure Chinese Restaurant 東寶之東方明珠,restaurant,1.331887,103.8494126,,Lorong 6 Toa Payoh,https://easttreasure.com.sg/,+65 62524645
Siam Square Mookata,restaurant,1.3339224,103.8510645,,,,
D'life,restaurant,1.3339841,103.8508771,,,,
Al Ameerag Restaurant,restaurant,1.3339207,103.8508816,,,,
Monster Curry,restaurant,1.3198987,103.8437569,Monster Curry,Thomson Road,https://www.monstercurry.com.sg/,+65 6250 8235
Krave,restaurant,1.3012072,103.8584495,,,,
Nasi Padang Indonesia Bandung,restaurant,1.3901864,103.9090298,,Rivervale Crescent,,
Yes! Nasi Kukus,restaurant,1.40226,103.9012112,,,,
YuBa Hut,restaurant,1.2768066,103.8450153,,,,
Ya Lor,restaurant,1.2767997,103.8452233,,,,
Guzman y Gomez,restaurant,1.2770015,103.8453771,Guzman y Gomez,1 Wallich St Guoco Tower,https://www.gyg.com.sg/,+65 6386 7431
Souperstar,restaurant,1.2767827,103.8451364,,,,
Aburi-En,restaurant,1.2770881,103.8456498,,,,
Kiwami,restaurant,1.2770851,103.8455884,,,,
Imakatsu,restaurant,1.2769065,103.8455684,,,,
Ippudo,restaurant,1.2765452,103.8461959,Ippudo,,,
Takada,restaurant,1.2764425,103.8455886,,,,
Chalong,restaurant,1.2768764,103.8452017,,,,
Daily Bite,restaurant,1.2769102,103.8453273,,,,
Pura Brasa,restaurant,1.276708,103.8461235,,,,
Han's,restaurant,1.2770346,103.8449892,,,,
La Mensa,restaurant,1.2769083,103.8453663,,,,
City Hot Pot,restaurant,1.276902,103.8456318,,,,
Crave,restaurant,1.2768926,103.8451134,,,,
Kuro Maguro,restaurant,1.2768232,103.8458476,,,,
The Wicked Garlic,restaurant,1.2760018,103.846261,,,,
Komala's Restaurants,restaurant,1.2761542,103.8460149,,,,
Pin Yi,restaurant,1.2756895,103.8456338,,,,
Kia Hiang Restaurant,restaurant,1.2759074,103.8458192,,,,
Doco,restaurant,1.2759937,103.8455999,,,,
Keisuke,restaurant,1.2761825,103.8463286,,,,
Makan & Sip,restaurant,1.2758933,103.8462333,,,,
Siam Sensation,restaurant,1.2760649,103.8462513,,,,
Hakumai,restaurant,1.2760656,103.8456709,,,,
Tracy Juice Culture,restaurant,1.2759766,103.8456748,,,,
Spinach Fish Soup,restaurant,1.2789826,103.8504548,,,,
Silvermalt,restaurant,1.2796792,103.850672,,,,
Hermitage,restaurant,1.2795266,103.8505736,,,,
Ar-Rahman Prata & Teh Tarik,restaurant,1.2790448,103.8503483,,,,
Kevin Khoo,restaurant,1.276178,103.8486436,,,,
Don Ho,restaurant,1.2789581,103.8414992,,,,
Laksa,restaurant,1.3190832,103.8632249,,,,
Sichuan Chef,restaurant,1.3733978,103.9494502,,,,
Sushi Express,restaurant,1.3723461,103.9499269,Sushi Express,Pasir Ris Central Street 3,https://www.sushiexpress.com.sg/home,+65 65850978
Saizeriya,restaurant,1.3723914,103.9493384,Saizeriya,Pasir Ris Central Street 3,https://www.saizeriya.com.sg/,+6563854234
Yakiniku OK!,restaurant,1.3723813,103.9493433,,Pasir Ris Central Street 3,https://www.facebook.com/yakinikuok/,+6568449003
Qi Ji,restaurant,1.3722561,103.9498927,,Pasir Ris Central Street 3,https://www.qiji.com.sg/,
Men Men Don Don,restaurant,1.3723198,103.9498828,,Pasir Ris Central Street 3,http://mmdd.com.sg/,+65 65834048
The Soup Spoon Union,restaurant,1.3724528,103.9499947,,Pasir Ris Central Street 3,,
Edo Shokudo,restaurant,1.3722862,103.9497739,,Pasir Ris Central Street 3,,+6562140486
Xin Wang Hong Kong Café,restaurant,1.3722356,103.949851,,Pasir Ris Central Street 3,https://www.xinwang.com.sg/,+65 6585 0756
85 Redhill,restaurant,1.3722653,103.949745,,Pasir Ris Central Street 3,,
Italian,restaurant,1.2640819,103.812394,,,,
Food Splash,restaurant,1.2968138,103.8995102,,East Coast Park Service Road,http://fpgrp.com.sg/,63974097
Kimchi Box,restaurant,1.2968007,103.8995809,,,,
Prata Wala,restaurant,1.2968249,103.899581,,,,
Picotin Express,restaurant,1.2967811,103.8995951,,,,
Atmosphere Bistro,restaurant,1.2985153,103.906169,,East Coast Parkway,https://atmosphere-bistro.com.sg/,64409705
Tash Tish Tosh,restaurant,1.301236,103.912927,,East Coast Parkway,https://www.tashtishtosh.com/,
East Coast Commune,restaurant,1.3013588,103.9128947,,East Coast Parkway,https://www.eccommune.com/,
My Briyani House,restaurant,1.3014881,103.9128607,,East Coast Parkway,,67425522
Ippai,restaurant,1.2800064,103.8401834,,,,
Senshi,restaurant,1.2796396,103.8398952,,,,
Ng Ah Sio Pork Ribs Eating House,restaurant,1.3176252,103.8528521,,Rangoon Road,,
Sri Saravanaa,restaurant,1.3339078,103.6968734,,,,
Dong Bei Ren Jia,restaurant,1.2839678,103.8453034,,,,
Daehwa Korean vegetarian,restaurant,1.3003285,103.7882865,,,,
XW Western Grill,restaurant,1.2933549,103.8533954,,,,
麺 House Yamamoto,restaurant,1.2941807,103.8528564,,,,
Yang Ming Seafood,restaurant,1.3446789,103.85577,,Bishan Street 11,,
Genki Sushi,restaurant,1.3006699,103.839657,Genki Sushi,Orchard Road,https://www.genkisushi.com.sg/,+65 6957 2724
Sushi Express,restaurant,1.3006928,103.8385357,Sushi Express,Somerset Road,,+65 6509 5002
Selera Restaurant,restaurant,1.3044524,103.8498169,,,,
Ban Sok Thai Noodle,restaurant,1.3131481,103.8604896,,,,
Shree Bhaavan,restaurant,1.3150803,103.8578392,,,,
O sogane,restaurant,1.3130239,103.8605569,,,,
Baan Kanom Thai,restaurant,1.3132062,103.8603959,,Jalan Besar,,
30 Kranji Seafood,restaurant,1.3234605,103.6971201,,,,
Lao Huo Tang,restaurant,1.3267732,103.8449246,,,,
,restaurant,1.256495,103.8094816,,,,
Wah Soon Kei Carrot Cake,restaurant,1.3038272,103.901067,,Mountbatten Road,,
,restaurant,1.3263821,103.8442934,,,,
Red Lantern Seafood,restaurant,1.3274933,103.9184948,,,,
Jishuai BBQ,restaurant,1.3147088,103.8579185,,Serangoon Road,,
Canopy Garden Dining,restaurant,1.2786318,103.8007836,,,,
Tamoya,restaurant,1.3011105,103.8449984,,Orchard Road,,
Nakajima Suisan,restaurant,1.3021153,103.8351999,,Orchard Road,,
Kopi Kia Hawker Center,restaurant,1.3250334,103.9411451,,,,
Crystal Jade,restaurant,1.4358328,103.7857779,,,,
Dian Xiao Er,restaurant,1.4360403,103.7856893,,,,
Ajisen Ramen,restaurant,1.4357313,103.7857024,Ajisen Ramen,,,
Sushiro,restaurant,1.4363219,103.7861422,Sushiro,,,
SUSHIRO,restaurant,1.2945614,103.8600451,,Temasek Boulevard,,
Sri Laksmi,restaurant,1.3485418,103.93979,,,https://www.makanveg.com,+65 8153 2722
Sembawang Eating House,restaurant,1.4344909,103.8233601,,,,
Hjh Maimunah @ Jalan Pisang,restaurant,1.3031607,103.8585558,,Jalan Pisang,https://www.hjmaimunah.com/,+65-6297 4294
Jack's Place,restaurant,1.2971298,103.8534439,,,,
Digital Kitchen,restaurant,1.3170371,103.8633244,,,,
Suk's Thai Kitchen,restaurant,1.3139574,103.8544621,,Tessensohn Road,https://www.suksthaikitchen.com.sg,
Gokul Vegetarian Restaurant,restaurant,1.3064572,103.8525875,,Upper Dickson Road,,
Komala's Fusion Dining,restaurant,1.306547,103.8523515,,Upper Dickson Road,,
Bugis St. Chuen Chuen Chicken Rice,restaurant,1.3255244,103.8490365,,Balestier Road,,
QJ Western Food - Hainanese Chicken Rice,restaurant,1.3030457,103.8509438,,Selegie Road,,
Hao Lai Wu Steamboat BBQ,restaurant,1.3025397,103.8522579,,,,
Abundance,restaurant,1.3135197,103.859801,,Jalan Besar Road,https://www.a8undance.sg/,+6580329525
八八六,restaurant,1.3138511,103.8598786,,Jalan Besar Road,,
Olive,restaurant,1.3363364,103.8872901,,Irving Point,,
Dumpling Darlings @ Circular,restaurant,1.287499,103.8487558,,,,+6588899973
Rong Fa Coffee Shop 荣发咖啡店,restaurant,1.305885,103.7614144,,,,
Botanico,restaurant,1.3189113,103.8155605,,,,
Ippudo,restaurant,1.2852624,103.8603515,Ippudo,Bayfront Avenue,http://www.ippudo.com.sg/,+65 66887064
Ippudo,restaurant,1.2932889,103.8418073,Ippudo,River Valley Road,http://www.ippudo.com.sg/,+65 68875315
Wangi Garden,restaurant,1.3133897,103.8604198,,Jalan Besar,,
Gu Ma Jia Private Kitchen,restaurant,1.3284558,103.869965,,Thai Thong Crescent,,
Ippudo,restaurant,1.3019307,103.8360256,,,,
Poke Theory,restaurant,1.3004473,103.8373978,,,,
Xin Peng La Mian Dao Xiao Mian,restaurant,1.3133738,103.8602587,,Jalan Besar,,
Popiah,restaurant,1.3254667,103.8491641,,,,
Founder Bak Kut Teh,restaurant,1.3059775,103.8605075,,Jalan Sultan,,
Seafood @ Sumbad,restaurant,1.3149709,103.8570295,,,,
Ah Hui Big Prawn Noodle,restaurant,1.3255499,103.8489844,,Balestier Road,,
Pig Organ Soup • Herbal Mutton,restaurant,1.3232379,103.8549805,,,,
Lala Bee Hoon,restaurant,1.300473,103.8519252,,,,
Authentic Siam,restaurant,1.323148,103.8550953,,Whampoa Drive,,
Japan Korea Cuisine,restaurant,1.3232396,103.8547944,,Whampoa Drive,,
Bonchon Chicken,restaurant,1.3035757,103.8334327,Bonchon Chicken,Orchard Road,https://bonchon.sg/,
Makan Vegan 斋这里 (,restaurant,1.3324984,103.8480706,,,,
Tenya,restaurant,1.3009005,103.8393329,Tenya,,,
Chir Chir,restaurant,1.3013129,103.8382544,,,,+65 65098364
Ichikokudo,restaurant,1.3010512,103.8383193,,,,
Sunday F&B,restaurant,1.3739925,103.8548672,,,,
S11,restaurant,1.3727964,103.8554009,,,,
Happy Hawkers,restaurant,1.3733503,103.854095,,,,
Food in the Woods,restaurant,1.3737846,103.8540713,,,,
NagaraThai,restaurant,1.3729351,103.8556319,,,,
Pizza Hut,restaurant,1.3724623,103.8556393,Pizza Hut,,,
ABC Food Court,restaurant,1.37235,103.8554932,,,,
Ming Fa,restaurant,1.3727366,103.8557704,,,,
Al-Aameena Prata House,restaurant,1.3726343,103.8558468,,,,
Magic Kitchen,restaurant,1.3723007,103.8554083,,,,
Ippudo,restaurant,1.2765383,103.8461784,,,,
Taki,restaurant,1.2842159,103.8526136,,,,
Monti,restaurant,1.2846744,103.8539915,,,,
Bistro Aseana,restaurant,1.2864795,103.85414,,,,
Qiji,restaurant,1.2920833,103.8562709,,,,
malts,restaurant,1.2918456,103.8561715,,,,
Kenny Rogers Roaster,restaurant,1.292037,103.8563814,,,,
Shiraishi,restaurant,1.2911123,103.8594081,,,,
Sushi Express,restaurant,1.3968091,103.7467917,,Choa Chu Kang North 6,,
Diamond Kitchen,restaurant,1.3096787,103.931026,,Marine Parade Rd,,6448 0629
Yong's Teochew Kueh,restaurant,1.3628934,103.8883374,,Upper Serangoon Road,,
,restaurant,1.2873363,103.8313906,,Jalan Bukit Ho Swee,,
Ghim Moh (Foodfare Coffee Shop),restaurant,1.3083958,103.7845209,,,https://www.foodfare.com.sg/,
Ah Er Soup,restaurant,1.3260871,103.7246397,,,,
Fong Yong Tao Fu,restaurant,1.2835237,103.8163152,,,,
Beurre,restaurant,1.2791486,103.8402466,,Bukit Pasoh Rd,,+65 9660 0597
和记粥,restaurant,1.2806355,103.8446021,,,,
Monzushi,restaurant,1.280137,103.8435282,,Neil Road,https://www.monzushi.com/,+65 62277088
6ixty 7even,restaurant,1.2793889,103.8423299,,,,
Old House,restaurant,1.2799704,103.8432917,,,,
The Bond,restaurant,1.2797991,103.8428933,,,,
Acoustic Coffee Bar,restaurant,1.2794712,103.8424199,,Neil Road,,
Xperience,restaurant,1.2800713,103.8497487,,,,
En Dining,restaurant,1.277352,103.8477042,,,,
The Palace,restaurant,1.2751479,103.8461987,,,,+65 69700411
Latern,restaurant,1.2831541,103.8537541,,,https://www.fullertonhotels.com/fullerton-bay-hotel-singapore/dining/restaurants-and-bars/lantern,+65 68778911
La Brasserie,restaurant,1.2831203,103.8533783,,,https://www.fullertonhotels.com/fullerton-bay-hotel-singapore/dining/restaurants-and-bars/la-brasserie,+65 68778911
The Landing Point,restaurant,1.2835767,103.8534368,,,https://www.fullertonhotels.com/fullerton-bay-hotel-singapore/dining/restaurants-and-bars/the-landing-point,+65 68778911
The Clifford Pier,restaurant,1.2839174,103.8535246,,,https://www.fullertonhotels.com/fullerton-bay-hotel-singapore/dining/restaurants-and-bars/the-clifford-pier,+65 68778911
L'Entrecôte Customs House,restaurant,1.2827934,103.8533065,,Collyer Quay,https://www.dhm.com.sg/lentrecote,6690 7565
三巴旺白米粉,restaurant,1.406868,103.901879,,,,
Ichikokudo,restaurant,1.3021068,103.8593742,,,,
Jack's Place,restaurant,1.3925044,103.8949952,,,,
Tandoori Culture,restaurant,1.3632154,103.7644293,,,,
Spruce,restaurant,1.3627144,103.7642482,,,,
Cedele,restaurant,1.363704,103.7646657,,,,
Cô Chung,restaurant,1.2870415,103.8486728,,Loring Telok,,
Prince Noodles,restaurant,1.3133774,103.8605152,,Jalan Besar,,
Ponggol Nasi Lemak,restaurant,1.2928327,103.8512494,,,,
So Good Char Chan Tang,restaurant,1.2929312,103.8512616,,Stamford Road Capitol Piazza,,+65 69806478
Lights Up,restaurant,1.2796224,103.842275,,,,
Cha-Cha Thai Muslim,restaurant,1.4590918,103.8439407,,,,
Ramen Keisuke Tonkotsu King 豚骨王,restaurant,1.3113603,103.7951873,,Lorong Mambong,https://www.keisuke.sg/,+65 64634344
Wang Dae Bak Grill,restaurant,1.3107682,103.7952935,,Lorong Liput Holland Piazza,https://www.wangdaebakbbq.sg/,+65 8509 8263
Crystal Jade Palace,restaurant,1.302793,103.8341779,,,,+65 67352388
Mizuki,restaurant,1.3023052,103.8348718,,Orchard Road Takashimaya S.C.,https://www.restaurantmizuki.com/,+65 67346308
The Workbench,restaurant,1.3618822,103.8516941,,,,
Johnson9 Eatery,restaurant,1.36194,103.8516363,,,,
151 Rocovo Restaurant,restaurant,1.3181532,103.8438913,,Thomson Road,,
Mukjja Korean Chinese Restaurant,restaurant,1.3213057,103.8415797,,,,
Siam Village,restaurant,1.3303011,103.8748895,,Jalan Wangi,https://www.siamvillage.com.sg/,+65 6284 0630
Grove,restaurant,1.416418,103.902118,,,,
Song Fa Kway Chap,restaurant,1.4170674,103.9018551,,,,
Downstairs,restaurant,1.417129,103.9018104,,,,
Staple,restaurant,1.4162865,103.9019726,,,,
The Plant Food,restaurant,1.3534628,103.8354651,,,,
Buta Kin,restaurant,1.3534252,103.8353985,,,,
Tamago-EN,restaurant,1.3544475,103.8303321,,,,
Hokkaido-Ya,restaurant,1.3548178,103.8305985,,,,
Ikura,restaurant,1.3547639,103.8312237,,,,
Eng's Heritage,restaurant,1.3542924,103.8303563,,,,
Han's,restaurant,1.3545466,103.8302516,,,,
Na Na Curry,restaurant,1.3543937,103.8302793,,,,
Pizza Hut,restaurant,1.3545958,103.8314155,Pizza Hut,,,
San Ren Xing,restaurant,1.3544679,103.8302039,,,,
Peach Garden,restaurant,1.3545257,103.8310175,,,,
Nyonya Memories,restaurant,1.3544655,103.8314154,,,,
Sushi Tei,restaurant,1.3548585,103.8304996,,,,
Astons Specialties,restaurant,1.3543654,103.8301526,,,,
Swensen's,restaurant,1.3545656,103.8313644,,,,
Shi Li Fang,restaurant,1.3548753,103.8311007,,,,
The Grumpy Bear,restaurant,1.354939,103.8308718,,,,
Tsukada Nojo,restaurant,1.3547376,103.830438,,,,
Hajime,restaurant,1.3545488,103.8303762,,,,
A-Roy Thai Restaurant,restaurant,1.3198611,103.8436452,,,,
Din Tai Fung,restaurant,1.319896,103.8434272,Din Tai Fung,Thomson Road,,
Ichiban Boshi,restaurant,1.320099,103.8433954,,,,
Tomi Sushi,restaurant,1.3198455,103.8436825,,,,
Fish & Co.,restaurant,1.3200568,103.8434403,,,,
Lucky Kitchen,restaurant,1.3204329,103.8437459,,,,
The Soup Spoon Union,restaurant,1.3195353,103.8439634,,,,
Lao Beijing,restaurant,1.3200201,103.8434728,,,,
Song Fa Bak Kut Teh,restaurant,1.3190307,103.8442797,,,,
KFood,restaurant,1.3204548,103.843698,,,,
Gyu-Kaku,restaurant,1.3199223,103.8437961,,,,
Han's,restaurant,1.3204736,103.8437305,,,,
The Flying Squirrel,restaurant,1.2812606,103.8470454,,,,
Gravy Restaurant & Bar,restaurant,1.2740068,103.8427196,,,,
Ali Nachin Eating House,restaurant,1.2740108,103.8425016,,,,
Xin Xiong Ji Noodle House,restaurant,1.2740063,103.8426605,,,,
Healthy & Delicious,restaurant,1.2740088,103.8425497,,,,
Le Shrimp Ramen,restaurant,1.300126,103.8445417,,Orchard Road,https://www.paradisegp.com/,
Canton Paradise,restaurant,1.3001003,103.84453,,Orchard Road,https://www.paradisegp.com/,+65 69952491
Takagi Ramen,restaurant,1.4350053,103.7858421,,Woodlands Square,,
Cat and the Fiddle Cafe,restaurant,1.4347251,103.7856288,,Woodlands Square,,
Kei Kaisendon,restaurant,1.4346353,103.7854719,,Woodlands Square,,
Ivy's Hainanese Mutton Soup,restaurant,1.2758072,103.7914871,,Pasir Panjang Road,https://www.facebook.com/ivysmuttonsoup/,+65 9818 8219
SUSHIRO,restaurant,1.305564,103.8316882,,Orchard Road,,+65 6514 0390
Sanpoutei Ramen,restaurant,1.3055499,103.8316566,,Orchard Road,http://sanpoutei.sg/,+65 6836 4644
Eagle Wings Loft,restaurant,1.3370751,103.7793887,,,,
Lily*s,restaurant,1.3369874,103.7796936,,,,
Gaijin,restaurant,1.3368534,103.7794685,,,,
#896,restaurant,1.3367075,103.7834471,,,,
Bab Muk Ja,restaurant,1.3369091,103.783486,,,,
Dancing Fish Signature,restaurant,1.3046107,103.8331709,,,,
London Fat Duck,restaurant,1.3058004,103.8328394,,,,
PizzaExpress,restaurant,1.3058537,103.8328184,PizzaExpress,,,
Eggslut,restaurant,1.3057395,103.8326962,,,,
Paradise Teochew Restaurant,restaurant,1.3058554,103.8329553,,,,
Fish & Co.,restaurant,1.303658,103.8357561,,,,
Hototogisu,restaurant,1.3037164,103.8352447,,,,
Tambuah Mas,restaurant,1.3035529,103.8352095,,,,
Aburi-En Grand,restaurant,1.3034969,103.8353288,,,,
Imperial Treasure,restaurant,1.3034542,103.835717,,,,
Shimbashi Soba,restaurant,1.3034898,103.8354593,,,,
Aroy Dee,restaurant,1.3007687,103.8516851,,,,
Rangooli North Indian Cuisine,restaurant,1.3024051,103.7642056,,Clementi West Street 2,,
White Curry,restaurant,1.3023763,103.7641386,,Clementi West Street 2,,
7 Stars,restaurant,1.4378255,103.803806,,,,
米Niigata,restaurant,1.4433991,103.8303254,,,,
Pho Street,restaurant,1.4434609,103.8303021,,,,
Botak Jones,restaurant,1.2816159,103.8126678,,,,
Botak Jones,restaurant,1.3341066,103.8827195,,Kampong Ampat,,
Hachi Restaurant,restaurant,1.2895444,103.8512726,,,http://www.hachi-group.com/?page_id=124&lang=en,
Canton Paradise,restaurant,1.3507597,103.8717879,,nex,https://www.paradisegp.com/,+65 6805 8179
OMMA Korean Charcoal BBQ - Bukit Timah,restaurant,1.3435302,103.775059,,Cheong Chin Nam Road,https://omma.com.sg/,6513 9553
Penang Culture,restaurant,1.264903,103.8233349,,,,
ASTONS Specialities,restaurant,1.2636051,103.8227824,,VivoCity,,
Paradise Dynasty,restaurant,1.2635153,103.8222379,,VivoCity,https://www.paradisegp.com/,+65 62066629
